tenant_id,meter_id,data_time,cr_id,meter_no,collection_time,working_flow,standard_flow,working_num,standard_num,pressure,temperature
9999,130325000005,2015-12-05 00:30:06,13113232,120712535,2015-12-05 00:30:06,,37.5672,,456253.0,103.0586,10.552999999999999
9999,130325000005,2015-12-05 01:00:01,13113559,120712535,2015-12-05 01:00:01,,37.5894,,456270.0,103.0801,11.1157
9999,130325000005,2015-12-05 01:30:05,13113854,120712535,2015-12-05 01:30:05,,37.6448,,456289.0,103.0273,10.7407
9999,130325000005,2015-12-05 02:00:15,13114322,120712535,2015-12-05 02:00:15,,37.5279,,456308.0,103.0586,10.8235
9999,130325000005,2015-12-05 02:30:04,13114530,120712535,2015-12-05 02:30:04,,37.5188,,456327.0,103.0273,10.5654
9999,130325000005,2015-12-05 03:30:03,13115234,120712535,2015-12-05 03:30:03,,37.6066,,456365.0,102.9141,10.2966
9999,130325000005,2015-12-05 04:00:05,13115625,120712535,2015-12-05 04:00:05,,37.6119,,456384.0,102.9141,10.1006
9999,130325000005,2015-12-05 04:30:03,13115888,120712535,2015-12-05 04:30:03,,37.5947,,456403.0,102.8906,11.0325
9999,130325000005,2015-12-05 05:00:03,13116258,120712535,2015-12-05 05:00:03,,37.5303,,456422.0,102.8906,10.467
9999,130325000005,2015-12-05 05:30:02,13116609,120712535,2015-12-05 05:30:02,,37.6697,,456440.0,103.0156,10.6619
9999,130325000005,2015-12-05 06:00:02,13116971,120712535,2015-12-05 06:00:02,,37.5042,,456458.0,102.9863,9.7278
9999,130325000005,2015-12-05 06:30:05,13117330,120712535,2015-12-05 06:30:05,,37.3157,,456476.0,103.0586,9.937999999999999
9999,130325000005,2015-12-05 07:00:02,13117726,120712535,2015-12-05 07:00:02,,37.4152,,456495.0,102.9629,10.1125
9999,130325000005,2015-12-05 07:30:02,13118103,120712535,2015-12-05 07:30:02,,37.4549,,456514.0,102.9141,10.4014
9999,130325000005,2015-12-05 08:00:02,13118474,120712535,2015-12-05 08:00:02,,37.4604,,456533.0,102.9863,10.2979
9999,130325000005,2015-12-05 08:30:04,13118880,120712535,2015-12-05 08:30:04,,37.3835,,456552.0,103.0586,10.0193
9999,130325000005,2015-12-05 09:00:03,13119205,120712535,2015-12-05 09:00:03,,37.492,,456570.0,103.0586,9.9399
9999,130325000005,2015-12-05 09:30:05,13119592,120712535,2015-12-05 09:30:05,,37.457,,456589.0,102.8906,10.0327
9999,130325000005,2015-12-05 10:00:02,13119914,120712535,2015-12-05 10:00:02,,37.4401,,456608.0,103.0586,9.9197
9999,130325000005,2015-12-05 10:30:19,13120374,120712535,2015-12-05 10:30:19,,37.5114,,456627.0,103.0371,10.6003
9999,130325000005,2015-12-05 11:30:14,13121143,120712535,2015-12-05 11:30:14,,37.5191,,456664.0,102.9629,10.2158
9999,130325000005,2015-12-05 13:00:10,13122132,120712535,2015-12-05 13:00:10,,37.435,,456720.0,102.8906,10.6624
9999,130325000005,2015-12-05 13:30:19,13122560,120712535,2015-12-05 13:30:19,,37.5012,,456739.0,102.8906,11.1382
9999,130325000005,2015-12-05 16:00:21,13124266,120712535,2015-12-05 16:00:21,,37.4773,,456833.0,102.9141,10.9363
9999,130325000005,2015-12-05 16:30:23,13124715,120712535,2015-12-05 16:30:23,,37.4496,,456852.0,102.9141,9.998
9999,130325000005,2015-12-05 19:00:32,13126779,120712535,2015-12-05 19:00:32,,37.4317,,456945.0,102.9648,10.3142
9999,130325000005,2015-12-05 20:00:28,13127544,120712535,2015-12-05 20:00:28,,37.528,,456983.0,103.0586,9.9377
9999,130325000005,2015-12-05 23:00:31,13130077,120712535,2015-12-05 23:00:31,,37.4949,,457096.0,102.9141,9.9307
9999,130325000005,2015-12-05 23:30:30,13130407,120712535,2015-12-05 23:30:30,,37.5217,,457113.0,102.8398,10.4016
9999,130325000005,2015-12-06 00:00:27,13130670,120712535,2015-12-06 00:00:27,,37.4425,,457132.0,102.8398,10.2844
9999,130325000005,2015-12-06 00:30:33,13131139,120712535,2015-12-06 00:30:33,,37.453,,457151.0,102.7656,9.927999999999999
9999,130325000005,2015-12-06 01:30:24,13131837,120712535,2015-12-06 01:30:24,,37.4341,,457189.0,102.7441,9.6707
9999,130325000005,2015-12-06 02:00:20,13132229,120712535,2015-12-06 02:00:20,,37.5006,,457207.0,102.6504,10.1201
